Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
470,2023-11-16,CUST039,Female,54,Clothing,1,500,500
471,2023-08-06,CUST033,Male,52,Electronics,2,1000,2000
472,2023-06-16,CUST058,Female,28,Sports,1,200,200
473,2023-09-24,CUST096,Female,23,Sports,4,200,800
474,2023-09-13,CUST008,Female,37,Electronics,1,1000,1000
475,2023-08-04,CUST015,Female,23,Electronics,1,1000,1000
476,2023-02-21,CUST066,Female,59,Electronics,4,1000,4000
477,2023-03-23,CUST038,Female,55,Sports,2,200,400
478,2023-08-14,CUST027,Female,59,Sports,5,200,1000
479,2023-12-10,CUST030,Male,60,Home,3,300,900
480,2023-11-14,CUST050,Male,60,Clothing,5,500,2500
481,2023-11-19,CUST036,Male,39,Sports,2,200,400
482,2023-08-11,CUST003,Male,51,Sports,5,200,1000
483,2023-04-03,CUST059,Male,54,Sports,2,200,400
484,2023-10-26,CUST039,Female,40,Books,4,20,80
485,2023-12-27,CUST081,Male,35,Electronics,1,1000,1000
486,2023-07-17,CUST084,Male,61,Beauty,4,50,200
487,2023-05-30,CUST055,Male,34,Clothing,3,500,1500
488,2023-11-17,CUST016,Male,36,Beauty,5,50,250
489,2023-12-28,CUST042,Male,43,Beauty,4,50,200
490,2023-02-06,CUST072,Male,29,Home,4,300,1200
491,2023-07-29,CUST026,Male,33,Sports,1,200,200
492,2023-11-20,CUST051,Female,21,Home,3,300,900
493,2023-12-11,CUST084,Female,50,Books,5,20,100
494,2023-02-16,CUST026,Female,19,Home,4,300,1200
495,2023-09-20,CUST062,Female,30,Books,4,20,80
496,2023-05-12,CUST008,Female,43,Books,1,20,20
497,2023-09-25,CUST013,Male,63,Electronics,1,1000,1000
498,2023-06-14,CUST032,Female,53,Home,1,300,300
499,2023-07-31,CUST043,Male,42,Electronics,3,1000,3000
500,2023-03-10,CUST015,Male,34,Clothing,3,500,1500
501,2023-07-06,CUST067,Male,30,Electronics,2,1000,2000
502,2023-04-05,CUST042,Male,31,Beauty,4,50,200
503,2023-01-07,CUST005,Male,53,Sports,5,200,1000
504,2023-03-13,CUST029,Female,49,Books,3,20,60
505,2023-03-21,CUST093,Female,29,Sports,4,200,800
506,2023-04-20,CUST057,Female,47,Sports,4,200,800
507,2023-05-06,CUST002,Male,40,Electronics,3,1000,3000
508,2023-01-22,CUST088,Female,52,Electronics,1,1000,1000
509,2023-04-12,CUST018,Female,50,Clothing,4,500,2000
510,2023-01-11,CUST099,Female,56,Clothing,4,500,2000
511,2023-07-22,CUST012,Female,23,Home,2,300,600
512,2023-03-23,CUST023,Male,36,Sports,3,200,600
513,2023-06-20,CUST020,Male,60,Sports,5,200,1000
514,2023-08-25,CUST017,Male,56,Sports,3,200,600
515,2023-06-21,CUST028,Female,48,Electronics,1,1000,1000
516,2023-11-13,CUST015,Male,35,Sports,3,200,600
517,2023-09-10,CUST023,Male,33,Home,3,300,900
518,2023-06-18,CUST053,Female,29,Books,5,20,100
519,2023-05-19,CUST025,Male,22,Books,2,20,40
520,2023-10-18,CUST083,Male,47,Clothing,2,500,1000
521,2023-06-27,CUST027,Female,58,Electronics,3,1000,3000
522,2023-08-27,CUST047,Female,64,Electronics,4,1000,4000
523,2023-08-16,CUST081,Male,42,Home,4,300,1200
524,2023-03-13,CUST039,Male,23,Home,1,300,300
525,2023-07-24,CUST077,Female,18,Sports,1,200,200
526,2023-04-28,CUST029,Female,42,Electronics,3,1000,3000
527,2023-07-01,CUST012,Female,46,Electronics,4,1000,4000
528,2023-09-28,CUST033,Female,51,Electronics,1,1000,1000
529,2023-07-29,CUST055,Female,50,Clothing,2,500,1000
530,2023-05-20,CUST090,Male,27,Books,5,20,100
531,2023-03-06,CUST053,Female,36,Beauty,3,50,150
532,2023-07-24,CUST081,Male,59,Sports,5,200,1000
533,2023-05-31,CUST098,Male,29,Clothing,5,500,2500
534,2023-02-13,CUST071,Female,36,Books,4,20,80
535,2023-04-06,CUST031,Male,38,Books,4,20,80
536,2023-11-05,CUST054,Male,22,Books,1,20,20
537,2023-10-06,CUST007,Male,22,Clothing,4,500,2000
538,2023-02-14,CUST095,Female,38,Home,5,300,1500
539,2023-08-16,CUST052,Male,41,Home,1,300,300
540,2023-07-12,CUST037,Male,35,Books,2,20,40
541,2023-08-13,CUST049,Male,61,Electronics,5,1000,5000
542,2023-11-06,CUST065,Male,47,Clothing,1,500,500
543,2023-08-30,CUST045,Male,23,Clothing,4,500,2000
544,2023-12-05,CUST069,Female,39,Clothing,2,500,1000
545,2023-08-05,CUST081,Male,50,Electronics,5,1000,5000
546,2023-04-19,CUST078,Male,57,Electronics,1,1000,1000
547,2023-10-05,CUST071,Female,51,Electronics,3,1000,3000
548,2023-05-10,CUST092,Female,42,Clothing,5,500,2500
549,2023-11-23,CUST019,Male,52,Clothing,3,500,1500
550,2023-05-30,CUST065,Female,39,Sports,5,200,1000
551,2023-05-20,CUST040,Male,51,Beauty,1,50,50
552,2023-08-09,CUST023,Female,45,Home,4,300,1200
553,2023-08-31,CUST004,Male,46,Electronics,5,1000,5000
554,2023-07-17,CUST021,Female,36,Home,4,300,1200
555,2023-05-29,CUST044,Female,60,Sports,1,200,200
556,2023-06-12,CUST024,Female,64,Beauty,1,50,50
557,2023-07-01,CUST083,Female,48,Sports,3,200,600
558,2023-01-21,CUST092,Female,54,Books,5,20,100
559,2023-07-14,CUST017,Female,34,Electronics,2,1000,2000
560,2023-07-03,CUST045,Female,41,Clothing,4,500,2000
561,2023-11-06,CUST003,Male,41,Electronics,1,1000,1000
562,2023-01-16,CUST028,Male,23,Books,3,20,60
563,2023-12-05,CUST045,Female,60,Books,4,20,80
564,2023-10-08,CUST055,Female,25,Sports,1,200,200
565,2023-03-14,CUST007,Male,60,Beauty,4,50,200
566,2023-12-28,CUST008,Male,39,Electronics,3,1000,3000
567,2023-02-05,CUST039,Male,22,Clothing,4,500,2000
568,2023-04-17,CUST068,Male,39,Sports,2,200,400
569,2023-06-08,CUST094,Male,38,Electronics,3,1000,3000
570,2023-02-06,CUST057,Male,36,Home,2,300,600
571,2023-03-04,CUST085,Female,58,Beauty,1,50,50
572,2023-07-28,CUST017,Male,57,Beauty,5,50,250
573,2023-09-30,CUST095,Male,35,Clothing,2,500,1000
574,2023-02-23,CUST042,Male,37,Electronics,2,1000,2000
575,2023-05-21,CUST096,Female,33,Home,3,300,900
576,2023-01-13,CUST096,Male,37,Home,3,300,900
577,2023-03-17,CUST021,Female,46,Electronics,1,1000,1000
578,2023-10-09,CUST053,Male,34,Sports,4,200,800
579,2023-12-07,CUST094,Female,46,Electronics,2,1000,2000
580,2023-09-30,CUST049,Male,20,Books,5,20,100
581,2023-10-24,CUST007,Female,28,Electronics,1,1000,1000
582,2023-05-10,CUST097,Male,18,Sports,5,200,1000
583,2023-10-21,CUST008,Male,62,Sports,3,200,600
584,2023-11-08,CUST097,Female,26,Electronics,2,1000,2000
585,2023-07-31,CUST002,Female,33,Home,5,300,1500
586,2023-11-16,CUST069,Male,31,Sports,3,200,600
587,2023-03-11,CUST045,Female,53,Beauty,3,50,150
588,2023-09-16,CUST045,Female,58,Clothing,1,500,500
589,2023-05-22,CUST093,Male,38,Clothing,5,500,2500
590,2023-07-09,CUST050,Male,62,Books,1,20,20
591,2023-08-22,CUST055,Male,29,Electronics,3,1000,3000
592,2023-05-25,CUST014,Female,39,Books,1,20,20
593,2023-11-28,CUST037,Male,63,Electronics,4,1000,4000
594,2023-11-06,CUST027,Female,27,Books,1,20,20
595,2023-10-28,CUST093,Female,55,Books,2,20,40
596,2023-05-08,CUST069,Female,57,Books,4,20,80
597,2023-09-02,CUST051,Female,61,Books,4,20,80
598,2023-04-22,CUST025,Male,25,Clothing,5,500,2500
599,2023-02-05,CUST064,Female,41,Beauty,1,50,50
600,2023-04-19,CUST057,Male,63,Clothing,4,500,2000
601,2023-04-11,CUST090,Female,58,Sports,1,200,200
602,2023-11-16,CUST084,Female,63,Books,2,20,40
603,2023-10-25,CUST072,Female,39,Sports,5,200,1000
604,2023-08-05,CUST053,Male,30,Sports,5,200,1000
605,2023-04-08,CUST067,Female,38,Home,3,300,900
606,2023-10-29,CUST075,Male,57,Beauty,4,50,200
607,2023-10-08,CUST055,Male,36,Clothing,5,500,2500
608,2023-12-16,CUST098,Male,57,Clothing,1,500,500
609,2023-01-06,CUST005,Male,52,Books,1,20,20
610,2023-11-15,CUST042,Male,60,Sports,4,200,800
611,2023-11-03,CUST011,Female,26,Sports,4,200,800
612,2023-06-08,CUST060,Male,24,Electronics,2,1000,2000
613,2023-04-20,CUST088,Female,51,Clothing,2,500,1000
614,2023-10-01,CUST010,Male,48,Electronics,2,1000,2000
615,2023-09-01,CUST094,Male,47,Clothing,1,500,500
616,2023-12-18,CUST081,Male,22,Home,1,300,300
617,2023-04-14,CUST085,Male,32,Electronics,1,1000,1000
618,2023-04-03,CUST047,Male,27,Sports,1,200,200
619,2023-12-11,CUST072,Female,55,Home,4,300,1200
620,2023-06-18,CUST001,Male,57,Sports,4,200,800
621,2023-01-11,CUST025,Male,53,Clothing,1,500,500
622,2023-08-03,CUST077,Male,48,Clothing,1,500,500
623,2023-09-02,CUST012,Female,35,Beauty,5,50,250
624,2023-07-13,CUST028,Female,48,Clothing,4,500,2000
625,2023-10-22,CUST019,Female,46,Clothing,2,500,1000
626,2023-04-06,CUST060,Female,59,Clothing,2,500,1000
627,2023-01-07,CUST042,Female,64,Home,5,300,1500
628,2023-01-07,CUST080,Male,32,Home,2,300,600
629,2023-07-02,CUST030,Female,32,Home,2,300,600
630,2023-01-21,CUST028,Male,41,Home,4,300,1200
631,2023-12-01,CUST083,Male,61,Beauty,2,50,100
632,2023-09-23,CUST022,Female,48,Books,3,20,60
633,2023-10-20,CUST084,Male,45,Clothing,5,500,2500
634,2023-05-01,CUST097,Male,45,Books,1,20,20
635,2023-01-09,CUST052,Male,41,Electronics,1,1000,1000
636,2023-09-21,CUST077,Female,52,Sports,5,200,1000
637,2023-05-09,CUST006,Male,20,Clothing,4,500,2000
638,2023-11-25,CUST019,Female,62,Books,1,20,20
639,2023-01-20,CUST016,Male,53,Electronics,1,1000,1000
640,2023-04-22,CUST035,Female,58,Beauty,2,50,100
641,2023-10-21,CUST066,Male,45,Electronics,1,1000,1000
642,2023-03-24,CUST098,Male,52,Sports,3,200,600
643,2023-09-22,CUST036,Male,48,Beauty,5,50,250
644,2023-12-18,CUST072,Female,31,Home,5,300,1500
645,2023-11-11,CUST037,Female,25,Home,2,300,600
646,2023-02-17,CUST018,Female,33,Clothing,2,500,1000
647,2023-03-13,CUST038,Male,63,Clothing,3,500,1500
648,2023-12-15,CUST026,Female,49,Home,1,300,300
649,2023-05-18,CUST096,Female,53,Beauty,3,50,150
650,2023-12-16,CUST030,Female,57,Home,2,300,600
651,2023-06-27,CUST054,Female,38,Books,5,20,100
652,2023-03-15,CUST096,Male,58,Electronics,1,1000,1000
653,2023-05-03,CUST048,Male,26,Sports,3,200,600
654,2023-12-14,CUST006,Female,35,Electronics,2,1000,2000
655,2023-05-03,CUST081,Female,21,Home,1,300,300
656,2023-08-02,CUST095,Male,22,Electronics,5,1000,5000
657,2023-04-21,CUST042,Female,50,Books,2,20,40
658,2023-08-21,CUST036,Female,51,Books,4,20,80
659,2023-01-11,CUST019,Female,46,Electronics,5,1000,5000
660,2023-11-14,CUST076,Male,59,Electronics,4,1000,4000
661,2023-10-23,CUST069,Female,47,Beauty,4,50,200
662,2023-03-06,CUST075,Female,56,Books,4,20,80
663,2023-05-17,CUST064,Female,49,Beauty,4,50,200
664,2023-08-18,CUST059,Female,35,Electronics,1,1000,1000
665,2023-07-18,CUST094,Female,60,Clothing,5,500,2500
666,2023-06-26,CUST035,Male,33,Electronics,2,1000,2000
667,2023-12-16,CUST089,Female,59,Sports,5,200,1000
668,2023-12-11,CUST091,Male,55,Beauty,2,50,100
669,2023-11-11,CUST087,Female,33,Sports,1,200,200
670,2023-10-10,CUST014,Male,42,Sports,4,200,800
671,2023-12-04,CUST058,Female,22,Clothing,1,500,500
672,2023-09-23,CUST094,Female,61,Home,4,300,1200
673,2023-09-01,CUST075,Male,61,Beauty,4,50,200
674,2023-04-30,CUST075,Male,23,Home,2,300,600
675,2023-01-26,CUST047,Female,60,Beauty,2,50,100
676,2023-10-04,CUST031,Male,19,Books,5,20,100
677,2023-10-05,CUST045,Female,50,Home,2,300,600
678,2023-01-27,CUST048,Female,64,Electronics,3,1000,3000
679,2023-12-26,CUST043,Female,18,Sports,4,200,800
680,2023-09-30,CUST052,Male,49,Sports,3,200,600
681,2023-10-19,CUST026,Male,50,Books,5,20,100
682,2023-12-04,CUST010,Female,35,Sports,3,200,600
683,2023-06-15,CUST043,Female,35,Clothing,5,500,2500
684,2023-08-03,CUST037,Male,33,Books,2,20,40
685,2023-09-16,CUST002,Male,58,Sports,2,200,400
686,2023-04-02,CUST084,Female,26,Beauty,1,50,50
687,2023-10-29,CUST037,Female,40,Beauty,4,50,200
688,2023-09-12,CUST033,Female,23,Home,4,300,1200
689,2023-01-01,CUST076,Male,21,Electronics,2,1000,2000
690,2023-11-04,CUST042,Male,46,Beauty,1,50,50
691,2023-09-26,CUST045,Male,50,Books,4,20,80
692,2023-05-17,CUST079,Male,48,Home,2,300,600
693,2023-12-24,CUST085,Female,51,Beauty,2,50,100
694,2023-06-27,CUST065,Female,43,Books,5,20,100
695,2023-04-20,CUST080,Female,48,Books,2,20,40
696,2023-05-30,CUST009,Female,55,Books,2,20,40
697,2023-11-11,CUST075,Female,59,Home,5,300,1500
698,2023-10-23,CUST080,Female,47,Beauty,4,50,200
699,2023-08-30,CUST013,Female,33,Beauty,5,50,250
700,2023-04-06,CUST037,Male,62,Electronics,2,1000,2000
701,2023-12-15,CUST016,Male,42,Clothing,4,500,2000
702,2023-01-27,CUST095,Female,23,Sports,1,200,200
703,2023-02-24,CUST016,Female,29,Electronics,5,1000,5000
704,2023-07-20,CUST078,Female,26,Books,5,20,100
705,2023-01-26,CUST041,Female,45,Beauty,5,50,250
706,2023-05-10,CUST001,Female,29,Electronics,3,1000,3000
707,2023-02-22,CUST009,Male,53,Home,2,300,600
708,2023-07-16,CUST083,Male,33,Home,5,300,1500
709,2023-01-16,CUST055,Male,22,Clothing,1,500,500
710,2023-11-18,CUST090,Male,46,Home,1,300,300
711,2023-03-03,CUST051,Female,39,Clothing,4,500,2000
712,2023-02-07,CUST011,Male,56,Sports,1,200,200
713,2023-12-31,CUST052,Female,58,Clothing,1,500,500
714,2023-07-04,CUST071,Male,46,Sports,2,200,400
715,2023-03-30,CUST024,Male,59,Clothing,5,500,2500
716,2023-01-06,CUST093,Male,24,Beauty,4,50,200
717,2023-06-02,CUST058,Male,40,Home,3,300,900
718,2023-11-10,CUST063,Female,18,Clothing,2,500,1000
719,2023-08-25,CUST080,Female,50,Clothing,5,500,2500
720,2023-02-02,CUST091,Male,32,Beauty,1,50,50
721,2023-07-14,CUST009,Female,61,Sports,4,200,800
722,2023-09-27,CUST003,Male,36,Beauty,3,50,150
723,2023-06-10,CUST007,Male,21,Electronics,5,1000,5000
724,2023-06-04,CUST097,Male,56,Beauty,3,50,150
725,2023-09-19,CUST067,Male,49,Clothing,1,500,500
726,2023-05-10,CUST042,Male,30,Sports,3,200,600
727,2023-06-20,CUST041,Female,61,Books,1,20,20
728,2023-11-09,CUST051,Male,34,Electronics,5,1000,5000
729,2023-03-25,CUST091,Female,48,Electronics,3,1000,3000
730,2023-10-14,CUST082,Female,55,Books,5,20,100
731,2023-03-26,CUST084,Female,29,Beauty,5,50,250
732,2023-03-05,CUST043,Male,19,Home,2,300,600
733,2023-06-26,CUST051,Male,42,Home,4,300,1200
734,2023-05-22,CUST094,Male,48,Books,1,20,20
735,2023-07-02,CUST091,Male,55,Home,4,300,1200
736,2023-08-09,CUST073,Female,44,Clothing,1,500,500
737,2023-06-08,CUST073,Male,48,Clothing,4,500,2000
738,2023-10-18,CUST071,Female,42,Sports,4,200,800
739,2023-07-11,CUST062,Male,28,Sports,3,200,600
740,2023-05-06,CUST046,Male,41,Sports,3,200,600
741,2023-04-11,CUST051,Female,50,Home,4,300,1200
742,2023-01-16,CUST025,Female,28,Clothing,3,500,1500
743,2023-06-08,CUST060,Male,22,Books,1,20,20
744,2023-05-27,CUST086,Female,46,Home,5,300,1500
745,2023-03-26,CUST091,Female,56,Beauty,5,50,250
746,2023-04-09,CUST090,Male,52,Home,3,300,900
747,2023-09-11,CUST091,Female,43,Electronics,3,1000,3000
748,2023-11-21,CUST034,Female,35,Clothing,3,500,1500
749,2023-01-04,CUST029,Male,34,Beauty,2,50,100
750,2023-08-12,CUST044,Female,50,Beauty,3,50,150
751,2023-01-03,CUST091,Male,32,Sports,5,200,1000
752,2023-12-24,CUST027,Male,49,Sports,4,200,800
753,2023-04-16,CUST040,Female,31,Electronics,3,1000,3000
754,2023-06-02,CUST093,Male,63,Clothing,2,500,1000
755,2023-05-25,CUST094,Female,19,Beauty,1,50,50
756,2023-09-26,CUST015,Female,26,Beauty,3,50,150
757,2023-05-05,CUST078,Male,29,Clothing,4,500,2000
758,2023-08-04,CUST022,Male,32,Sports,4,200,800
759,2023-01-18,CUST030,Female,25,Home,2,300,600
760,2023-10-22,CUST094,Female,31,Books,2,20,40
761,2023-03-08,CUST034,Male,44,Home,3,300,900
762,2023-11-02,CUST079,Female,26,Sports,5,200,1000
763,2023-05-06,CUST074,Male,45,Electronics,2,1000,2000
764,2023-12-28,CUST015,Female,26,Beauty,3,50,150
765,2023-02-18,CUST031,Female,31,Books,5,20,100
766,2023-03-24,CUST089,Female,64,Clothing,5,500,2500
767,2023-03-06,CUST012,Male,31,Home,1,300,300
768,2023-04-26,CUST100,Male,58,Home,5,300,1500
769,2023-06-06,CUST020,Female,58,Clothing,5,500,2500
770,2023-08-24,CUST089,Female,47,Electronics,3,1000,3000
771,2023-04-01,CUST094,Male,53,Beauty,4,50,200
772,2023-01-19,CUST030,Male,18,Beauty,3,50,150
773,2023-09-13,CUST030,Male,55,Sports,5,200,1000
774,2023-12-05,CUST003,Female,47,Books,5,20,100
775,2023-04-02,CUST010,Male,41,Electronics,2,1000,2000
776,2023-07-11,CUST093,Female,35,Sports,1,200,200
777,2023-03-09,CUST066,Male,54,Books,5,20,100
778,2023-11-14,CUST096,Female,41,Books,5,20,100
779,2023-07-27,CUST040,Female,33,Clothing,2,500,1000
780,2023-08-04,CUST031,Male,42,Beauty,4,50,200
781,2023-06-29,CUST096,Female,56,Sports,2,200,400
782,2023-12-02,CUST048,Female,24,Home,5,300,1500
783,2023-11-04,CUST098,Male,63,Books,2,20,40
784,2023-01-08,CUST001,Male,59,Home,2,300,600
785,2023-05-15,CUST065,Male,45,Clothing,5,500,2500
786,2023-05-07,CUST076,Female,27,Home,4,300,1200
787,2023-10-07,CUST048,Male,58,Beauty,2,50,100
788,2023-09-24,CUST055,Male,24,Books,4,20,80
789,2023-01-08,CUST043,Male,54,Books,3,20,60
790,2023-08-06,CUST010,Female,50,Clothing,4,500,2000
791,2023-08-14,CUST097,Male,48,Electronics,5,1000,5000
792,2023-05-13,CUST020,Female,62,Clothing,5,500,2500
793,2023-05-01,CUST049,Male,29,Clothing,5,500,2500
794,2023-08-26,CUST028,Male,53,Clothing,2,500,1000
795,2023-04-28,CUST037,Male,41,Electronics,3,1000,3000
796,2023-01-15,CUST035,Male,45,Electronics,5,1000,5000
797,2023-10-28,CUST016,Female,18,Clothing,5,500,2500
798,2023-02-15,CUST056,Female,36,Clothing,4,500,2000
799,2023-08-05,CUST015,Female,21,Sports,5,200,1000
800,2023-12-18,CUST088,Male,60,Electronics,3,1000,3000
801,2023-08-11,CUST022,Female,54,Clothing,5,500,2500
802,2023-05-31,CUST030,Female,60,Beauty,2,50,100
803,2023-12-11,CUST097,Female,40,Sports,1,200,200
804,2023-03-24,CUST049,Male,22,Sports,1,200,200
805,2023-04-27,CUST062,Female,43,Clothing,5,500,2500
806,2023-07-28,CUST027,Female,63,Sports,4,200,800
807,2023-07-10,CUST042,Male,28,Books,2,20,40
808,2023-04-12,CUST055,Female,51,Home,5,300,1500
809,2023-09-11,CUST084,Female,44,Clothing,3,500,1500
810,2023-07-10,CUST011,Male,56,Electronics,1,1000,1000
811,2023-11-28,CUST031,Female,19,Beauty,2,50,100
812,2023-05-10,CUST063,Female,32,Clothing,5,500,2500
813,2023-12-28,CUST063,Male,46,Sports,2,200,400
814,2023-02-06,CUST030,Female,23,Books,2,20,40
815,2023-03-28,CUST091,Female,64,Electronics,2,1000,2000
816,2023-09-11,CUST042,Female,26,Books,3,20,60
817,2023-01-24,CUST042,Male,63,Home,3,300,900
818,2023-01-20,CUST027,Female,38,Home,3,300,900
819,2023-02-18,CUST044,Female,23,Clothing,2,500,1000
820,2023-03-03,CUST045,Female,37,Clothing,5,500,2500
821,2023-07-30,CUST044,Male,24,Electronics,2,1000,2000
822,2023-12-26,CUST095,Male,48,Clothing,5,500,2500
823,2023-06-26,CUST062,Male,24,Beauty,1,50,50
824,2023-01-09,CUST022,Male,50,Clothing,2,500,1000
825,2023-06-29,CUST011,Female,43,Books,2,20,40
826,2023-10-14,CUST058,Male,37,Electronics,3,1000,3000
827,2023-09-03,CUST090,Male,31,Clothing,2,500,1000
828,2023-04-22,CUST072,Female,38,Books,2,20,40
829,2023-11-30,CUST046,Male,53,Sports,2,200,400
830,2023-08-31,CUST057,Female,48,Beauty,5,50,250
831,2023-03-03,CUST051,Female,36,Books,5,20,100
832,2023-09-11,CUST083,Male,40,Electronics,2,1000,2000
833,2023-05-20,CUST021,Female,31,Home,2,300,600
834,2023-02-10,CUST074,Male,46,Sports,3,200,600
835,2023-07-25,CUST033,Male,53,Sports,4,200,800
836,2023-03-07,CUST054,Female,48,Sports,3,200,600
837,2023-06-18,CUST010,Male,50,Electronics,3,1000,3000
838,2023-07-09,CUST021,Female,45,Books,3,20,60
839,2023-07-18,CUST033,Male,55,Sports,3,200,600
840,2023-02-09,CUST062,Female,60,Sports,4,200,800
841,2023-05-18,CUST094,Female,49,Books,1,20,20
842,2023-12-24,CUST050,Male,38,Sports,2,200,400
843,2023-01-06,CUST026,Female,34,Sports,5,200,1000
844,2023-09-09,CUST099,Male,46,Sports,2,200,400
845,2023-05-01,CUST028,Male,36,Sports,3,200,600
846,2023-08-17,CUST073,Male,38,Home,4,300,1200
847,2023-07-29,CUST052,Male,58,Books,2,20,40
848,2023-09-18,CUST065,Female,45,Clothing,1,500,500
849,2023-09-09,CUST063,Female,31,Home,2,300,600
850,2023-09-28,CUST077,Female,40,Clothing,3,500,1500
851,2023-09-19,CUST015,Male,39,Books,5,20,100
852,2023-06-07,CUST016,Male,40,Beauty,1,50,50
853,2023-11-21,CUST082,Female,29,Books,3,20,60
854,2023-07-08,CUST054,Female,49,Books,1,20,20
855,2023-07-30,CUST041,Female,55,Clothing,3,500,1500
856,2023-08-18,CUST053,Female,24,Electronics,4,1000,4000
857,2023-06-25,CUST080,Female,39,Sports,4,200,800
858,2023-10-12,CUST017,Female,20,Sports,5,200,1000
859,2023-08-09,CUST042,Male,19,Home,1,300,300
860,2023-04-05,CUST017,Female,59,Sports,4,200,800
861,2023-03-11,CUST070,Male,23,Home,2,300,600
862,2023-02-05,CUST002,Female,42,Sports,1,200,200
863,2023-08-09,CUST001,Male,42,Clothing,2,500,1000
864,2023-05-25,CUST009,Female,18,Books,4,20,80
865,2023-12-07,CUST083,Female,24,Sports,2,200,400
866,2023-05-26,CUST048,Female,44,Beauty,2,50,100
867,2023-12-30,CUST024,Male,46,Beauty,4,50,200
868,2023-08-17,CUST077,Female,29,Beauty,5,50,250
869,2023-08-24,CUST090,Female,63,Books,1,20,20
870,2023-07-06,CUST054,Female,61,Home,3,300,900
871,2023-05-08,CUST085,Male,48,Home,1,300,300
872,2023-09-09,CUST054,Male,19,Electronics,5,1000,5000
873,2023-07-13,CUST072,Female,24,Sports,5,200,1000
874,2023-12-11,CUST064,Female,64,Clothing,5,500,2500
875,2023-04-19,CUST058,Male,63,Clothing,5,500,2500
876,2023-03-22,CUST023,Male,62,Electronics,2,1000,2000
877,2023-10-18,CUST052,Male,52,Electronics,4,1000,4000
878,2023-03-23,CUST012,Female,58,Books,3,20,60
879,2023-08-10,CUST036,Female,42,Beauty,4,50,200
880,2023-08-04,CUST054,Female,37,Books,2,20,40
881,2023-08-18,CUST081,Male,54,Electronics,3,1000,3000
882,2023-05-20,CUST002,Male,28,Sports,4,200,800
883,2023-11-25,CUST094,Female,37,Beauty,1,50,50
884,2023-03-03,CUST017,Male,43,Electronics,2,1000,2000
885,2023-05-20,CUST099,Male,47,Electronics,2,1000,2000
886,2023-08-31,CUST043,Male,21,Home,2,300,600
887,2023-07-05,CUST026,Male,58,Sports,2,200,400
888,2023-05-07,CUST024,Female,36,Home,4,300,1200
889,2023-05-14,CUST053,Female,45,Electronics,4,1000,4000
890,2023-05-27,CUST047,Female,52,Books,1,20,20
891,2023-07-26,CUST074,Male,56,Electronics,1,1000,1000
892,2023-12-14,CUST013,Female,21,Beauty,4,50,200
893,2023-02-09,CUST022,Female,43,Books,4,20,80
894,2023-07-21,CUST072,Male,50,Sports,3,200,600
895,2023-08-06,CUST051,Male,46,Sports,5,200,1000
896,2023-10-30,CUST075,Male,42,Beauty,3,50,150
897,2023-11-18,CUST014,Male,28,Clothing,5,500,2500
898,2023-03-18,CUST055,Male,20,Home,3,300,900
899,2023-02-21,CUST038,Female,39,Electronics,5,1000,5000
900,2023-01-01,CUST063,Female,21,Clothing,5,500,2500
901,2023-08-14,CUST093,Female,59,Electronics,2,1000,2000
902,2023-02-09,CUST089,Male,37,Books,3,20,60
903,2023-07-11,CUST067,Female,53,Home,5,300,1500
904,2023-02-04,CUST016,Female,21,Clothing,2,500,1000
905,2023-09-14,CUST100,Male,28,Home,4,300,1200
906,2023-04-01,CUST082,Male,50,Beauty,1,50,50
907,2023-01-17,CUST003,Male,54,Electronics,2,1000,2000
908,2023-08-06,CUST094,Female,60,Books,1,20,20
909,2023-05-18,CUST075,Male,50,Books,4,20,80
910,2023-05-06,CUST069,Female,25,Sports,2,200,400
911,2023-11-19,CUST026,Female,28,Home,1,300,300
912,2023-06-29,CUST086,Female,56,Clothing,5,500,2500
913,2023-08-13,CUST050,Male,32,Home,5,300,1500
914,2023-01-25,CUST019,Male,62,Books,1,20,20
915,2023-10-10,CUST034,Female,34,Books,4,20,80
916,2023-06-11,CUST077,Male,29,Beauty,4,50,200
917,2023-02-08,CUST029,Male,30,Books,3,20,60
918,2023-06-12,CUST069,Female,19,Home,2,300,600
919,2023-11-26,CUST094,Male,51,Clothing,2,500,1000
920,2023-01-29,CUST013,Male,47,Home,5,300,1500
921,2023-12-07,CUST004,Male,21,Clothing,3,500,1500
922,2023-10-18,CUST031,Male,44,Clothing,3,500,1500
923,2023-08-17,CUST042,Female,63,Sports,1,200,200
924,2023-07-13,CUST060,Female,32,Electronics,4,1000,4000
925,2023-05-18,CUST088,Male,26,Books,5,20,100
926,2023-09-21,CUST031,Male,34,Books,2,20,40
927,2023-01-02,CUST083,Male,26,Sports,3,200,600
928,2023-03-01,CUST007,Male,45,Sports,5,200,1000
929,2023-08-05,CUST048,Male,39,Electronics,4,1000,4000
930,2023-09-08,CUST047,Female,42,Beauty,3,50,150
931,2023-05-24,CUST015,Female,62,Home,3,300,900
932,2023-03-23,CUST094,Male,21,Electronics,4,1000,4000
933,2023-08-21,CUST002,Female,58,Clothing,3,500,1500
934,2023-06-09,CUST039,Male,28,Home,3,300,900
935,2023-04-23,CUST038,Female,24,Books,2,20,40
936,2023-06-21,CUST051,Female,62,Electronics,2,1000,2000
937,2023-04-16,CUST029,Male,32,Beauty,5,50,250
